athlete_id,athlete_name,event_date,event_name,race_category,distance,finish_status,finish_position,field_size,finish_pct,total_time,swim_time,bike_time,run_time
12,Britney Brown,2025-08-09,2025 Americas Triathlon Cup Kelowna,continental_cup,sprint,FINISH,17.0,42,0.40476190476190477,01:02:42,00:11:06,00:32:00,00:18:18
12,Britney Brown,2025-10-15,2025 World Triathlon Championship Finals Wollongong,championship,standard,FINISH,25.0,44,0.5681818181818182,02:01:55,00:18:42,01:02:19,00:39:34
12,Britney Brown,2025-11-15,2025 World Triathlon Cup Tongyeong,other,sprint,FINISH,27.0,52,0.5192307692307693,01:00:22,00:09:27,00:30:50,00:18:52
13,Blake Bullard,2024-03-08,2024 Americas Triathlon Championships Miami,championship,sprint,FINISH,21.0,56,0.375,00:52:44,00:09:14,00:25:14,00:17:12
13,Blake Bullard,2024-03-17,2024 Americas Triathlon Cup Barbados,continental_cup,sprint,FINISH,5.0,23,0.21739130434782608,00:56:21,00:09:25,00:29:41,00:16:53
13,Blake Bullard,2024-08-10,2024 Americas Triathlon Cup and Central America Caribbean Championships Punta Cana,championship,sprint,FINISH,11.0,66,0.16666666666666666,00:56:11,00:09:09,00:29:56,00:15:50
13,Blake Bullard,2024-10-06,2024 Europe Triathlon Cup Ceuta,continental_cup,sprint,FINISH,41.0,70,0.5857142857142857,00:56:26,00:10:05,00:28:34,00:15:53
13,Blake Bullard,2024-10-17,2024 World Triathlon Championship Finals Torremolinos-Andalucia,championship,sprint,DNF,,71,,DNF,00:10:26,00:00:00,00:00:00
13,Blake Bullard,2025-02-16,2025 Americas Triathlon Cup La Habana,continental_cup,sprint,FINISH,2.0,27,0.07407407407407407,00:53:37,00:08:35,00:28:22,00:15:55
13,Blake Bullard,2025-03-22,2025 Americas Triathlon Cup La Paz,continental_cup,sprint,FINISH,21.0,69,0.30434782608695654,00:54:31,00:10:57,00:27:31,00:15:09
13,Blake Bullard,2025-03-28,2025 Americas Triathlon Cup Miami,continental_cup,sprint,FINISH,31.0,58,0.5344827586206896,00:53:11,00:08:41,00:27:07,00:16:21
13,Blake Bullard,2025-05-17,2025 Americas Triathlon Cup Ixtapa,continental_cup,sprint,DNF,,67,,DNF,00:09:41,00:00:00,00:00:00
13,Blake Bullard,2025-06-07,2025 Americas Triathlon Championships Calima,championship,sprint,FINISH,5.0,53,0.09433962264150944,01:01:48,00:09:50,00:32:37,00:17:51
13,Blake Bullard,2025-07-12,2025 Americas Triathlon Cup Magog,continental_cup,sprint,FINISH,5.0,70,0.07142857142857142,00:55:47,00:08:38,00:31:06,00:15:16
13,Blake Bullard,2025-08-20,2025 Asuncion Junior Pan-American Games,championship,sprint,FINISH,2.0,32,0.0625,00:54:23,00:10:15,00:28:35,00:14:28
13,Blake Bullard,2025-10-15,2025 World Triathlon Championship Finals Wollongong,championship,sprint,FINISH,12.0,62,0.1935483870967742,00:56:19,00:09:15,00:30:32,00:15:24
13,Blake Bullard,2025-10-25,2025 Americas Triathlon Cup Iquique,continental_cup,sprint,FINISH,1.0,54,0.018518518518518517,00:50:32,00:09:16,00:25:41,00:13:41
13,Blake Bullard,2025-11-02,2025 Americas Triathlon Cup Vina del Mar,continental_cup,sprint,FINISH,3.0,69,0.043478260869565216,00:54:49,00:11:01,00:27:07,00:15:21
13,Blake Bullard,2025-11-15,2025 World Triathlon Cup Florianopolis,other,sprint,FINISH,51.0,64,0.796875,00:58:18,00:09:55,00:31:44,00:15:08
18,Owen Cravens,2024-05-11,2024 World Triathlon Para Series Yokohama,other,sprint,FINISH,3.0,9,0.3333333333333333,00:57:37,00:10:10,00:26:26,00:16:33
18,Owen Cravens,2024-06-15,2024 World Triathlon Para Cup Besancon,other,sprint,FINISH,4.0,7,0.5714285714285714,01:02:16,00:10:15,00:29:09,00:18:15
18,Owen Cravens,2024-06-22,2024 World Triathlon Para Series Swansea,other,sprint,FINISH,2.0,12,0.16666666666666666,01:01:19,00:10:04,00:29:40,00:16:56
18,Owen Cravens,2024-09-02,Paris 2024 Paralympic Games,championship,sprint,FINISH,4.0,12,0.3333333333333333,01:00:43,00:10:50,00:27:27,00:18:19
18,Owen Cravens,2025-09-06,2025 World Triathlon Para Cup Alhandra,other,sprint,FINISH,3.0,10,0.3,01:00:36,00:12:40,00:25:47,00:17:33
18,Owen Cravens,2025-10-15,2025 World Triathlon Para Championships Wollongong,championship,standard,DNF,,11,,DNF,00:09:51,00:00:00,00:00:00
24,Jimena De La Pena,2024-03-08,2024 Americas Triathlon Championships Miami,championship,sprint,FINISH,4.0,41,0.0975609756097561,00:56:57,00:10:33,00:27:29,00:17:43
24,Jimena De La Pena,2024-06-08,2024 Americas Triathlon Cup Ixtapa,continental_cup,sprint,FINISH,13.0,42,0.30952380952380953,01:04:51,00:09:58,00:31:58,00:19:40
24,Jimena De La Pena,2024-09-14,2024 World Triathlon Cup Valencia,other,sprint,FINISH,24.0,42,0.5714285714285714,00:57:32,00:10:02,00:28:09,00:18:11
24,Jimena De La Pena,2024-10-17,2024 World Triathlon Championship Finals Torremolinos-Andalucia,championship,sprint,FINISH,6.0,68,0.08823529411764706,01:02:50,00:11:25,00:32:09,00:17:52
24,Jimena De La Pena,2025-02-16,2025 Americas Triathlon Cup La Habana,continental_cup,sprint,FINISH,4.0,13,0.3076923076923077,01:00:49,00:10:16,00:31:44,00:17:56
24,Jimena De La Pena,2025-03-28,2025 Americas Triathlon Cup Miami,continental_cup,sprint,FINISH,18.0,66,0.2727272727272727,00:56:56,00:09:50,00:27:46,00:18:10
24,Jimena De La Pena,2025-06-07,2025 Americas Triathlon Championships Calima,championship,sprint,FINISH,1.0,38,0.02631578947368421,01:07:22,00:11:04,00:35:08,00:20:02
24,Jimena De La Pena,2025-07-12,2025 Americas Triathlon Cup Magog,continental_cup,sprint,FINISH,8.0,48,0.16666666666666666,01:04:00,00:10:03,00:33:58,00:19:11
24,Jimena De La Pena,2025-08-20,2025 Asuncion Junior Pan-American Games,championship,sprint,FINISH,10.0,32,0.3125,01:02:49,00:12:23,00:30:33,00:18:39
24,Jimena De La Pena,2025-10-15,2025 World Triathlon Championship Finals Wollongong,championship,sprint,FINISH,10.0,53,0.18867924528301888,01:05:58,00:11:09,00:34:51,00:18:37
24,Jimena De La Pena,2025-11-02,2025 Americas Triathlon Cup Vina del Mar,continental_cup,sprint,FINISH,4.0,39,0.10256410256410256,00:59:41,00:09:15,00:30:26,00:18:23
25,Michael Dizon-Bumann,2025-07-12,2025 Americas Triathlon Cup Magog,continental_cup,sprint,DNF,,70,,DNF,00:09:28,00:00:00,00:00:00
25,Michael Dizon-Bumann,2025-07-19,2025 Americas Triathlon Cup Montreal,continental_cup,sprint,DNF,,70,,DNF,00:10:00,00:32:32,00:00:00
25,Michael Dizon-Bumann,2025-08-20,2025 Asuncion Junior Pan-American Games,championship,sprint,DNF,,32,,DNF,00:13:08,00:00:00,00:00:00
35,shavit haiat,2024-03-23,2024 Europe Triathlon Cup Quarteira,continental_cup,standard,DNF,,70,,DNF,00:00:00,00:00:00,00:00:00
35,shavit haiat,2024-05-25,2024 Europe Triathlon Cup Olsztyn,continental_cup,sprint,FINISH,56.0,70,0.8,00:58:07,00:09:51,00:29:29,00:17:04
35,shavit haiat,2024-06-02,2024 Europe Triathlon Cup Kielce,continental_cup,super_sprint,FINISH,70.0,75,0.9333333333333333,00:24:43,00:05:22,00:10:46,00:06:36
35,shavit haiat,2024-06-22,2024 Europe Triathlon Cup Wels,continental_cup,sprint,FINISH,42.0,70,0.6,00:59:16,00:10:04,00:30:09,00:16:00
35,shavit haiat,2024-09-28,2024 Europe Triathlon Mediterranean Championships Salini,championship,sprint,DNF,,43,,DNF,00:08:27,00:00:00,00:00:00
35,shavit haiat,2024-10-05,2024 World Triathlon Cup Rome,other,sprint,FINISH,49.0,62,0.7903225806451613,00:59:47,00:09:37,00:31:32,00:17:04
35,shavit haiat,2025-03-28,2025 Americas Triathlon Cup Miami,continental_cup,sprint,DNF,,58,,DNF,00:09:01,00:00:00,00:00:00
35,shavit haiat,2025-05-31,2025 Americas Triathlon Cup Salinas,continental_cup,sprint,FINISH,28.0,41,0.6829268292682927,00:56:16,00:10:56,00:27:36,00:16:10
35,shavit haiat,2025-09-20,2025 Asia Triathlon Cup Gamagori,continental_cup,sprint,FINISH,22.0,70,0.3142857142857143,00:54:49,00:09:35,00:27:37,00:16:45
35,shavit haiat,2025-09-26,2025 Asia Triathlon Cup Yilan,continental_cup,sprint,FINISH,27.0,57,0.47368421052631576,00:56:05,00:10:20,00:26:42,00:17:01
35,shavit haiat,2025-10-25,2025 Americas Triathlon Cup Iquique,continental_cup,sprint,FINISH,28.0,54,0.5185185185185185,00:52:58,00:10:26,00:25:18,00:15:06
35,shavit haiat,2025-11-02,2025 Americas Triathlon Cup Vina del Mar,continental_cup,sprint,FINISH,51.0,69,0.7391304347826086,01:00:16,00:12:26,00:29:15,00:16:58
36,Chris Hammer,2024-05-11,2024 World Triathlon Para Series Yokohama,other,sprint,FINISH,1.0,8,0.125,00:56:25,00:11:01,00:27:59,00:15:30
36,Chris Hammer,2024-06-22,2024 World Triathlon Para Series Swansea,other,sprint,FINISH,4.0,10,0.4,01:01:08,00:10:56,00:32:25,00:15:44
36,Chris Hammer,2024-06-29,2024 World Triathlon Para Series Montreal,other,sprint,FINISH,1.0,11,0.09090909090909091,00:56:50,00:11:08,00:28:05,00:16:01
36,Chris Hammer,2024-09-02,Paris 2024 Paralympic Games,championship,sprint,FINISH,1.0,10,0.1,00:58:44,00:12:03,00:29:06,00:15:59
36,Chris Hammer,2024-10-17,2024 World Triathlon Para Championships Torremolinos-Andalucia,championship,sprint,FINISH,4.0,12,0.3333333333333333,01:01:22,00:13:41,00:28:31,00:15:30
36,Chris Hammer,2025-07-12,2025 World Triathlon Para Cup Magog,other,sprint,FINISH,1.0,7,0.14285714285714285,01:00:13,00:10:49,00:30:45,00:16:41
36,Chris Hammer,2025-07-19,2025 World Triathlon Para Series Montreal,other,sprint,FINISH,3.0,8,0.375,00:57:42,00:11:38,00:28:14,00:16:24
36,Chris Hammer,2025-10-15,2025 World Triathlon Para Championships Wollongong,championship,standard,FINISH,1.0,13,0.07692307692307693,00:58:32,00:10:49,00:30:01,00:16:03
44,Jackson Langley,2025-08-23,2025 Americas Triathlon CARIFTA  Championships Tobago,championship,sprint,FINISH,5.0,19,0.2631578947368421,01:08:58,00:13:36,00:34:36,00:19:57
46,Braxton Legg,2024-08-24,2024 Americas Triathlon Cup Edmonton,continental_cup,sprint,FINISH,6.0,35,0.17142857142857143,00:50:44,00:07:39,00:25:26,00:15:59
46,Braxton Legg,2024-10-06,2024 Europe Triathlon Cup Ceuta,continental_cup,sprint,FINISH,58.0,70,0.8285714285714286,00:57:42,00:10:20,00:28:23,00:17:18
46,Braxton Legg,2024-10-17,2024 World Triathlon Championship Finals Torremolinos-Andalucia,championship,sprint,DNS,,71,,DNS,00:00:00,00:00:00,00:00:00
46,Braxton Legg,2025-02-16,2025 Americas Triathlon Cup La Habana,continental_cup,sprint,FINISH,1.0,27,0.037037037037037035,00:53:21,00:08:47,00:28:14,00:15:38
46,Braxton Legg,2025-03-22,2025 Americas Triathlon Cup La Paz,continental_cup,sprint,FINISH,5.0,69,0.07246376811594203,00:53:30,00:11:03,00:27:24,00:14:16
46,Braxton Legg,2025-03-28,2025 Americas Triathlon Cup Miami,continental_cup,sprint,FINISH,6.0,58,0.10344827586206896,00:50:22,00:09:08,00:24:55,00:15:19
46,Braxton Legg,2025-05-24,2025 World Triathlon Cup Samarkand,other,standard,DNF,,60,,DNF,00:18:55,00:00:00,00:00:00
46,Braxton Legg,2025-06-07,2025 Americas Triathlon Championships Calima,championship,standard,FINISH,15.0,70,0.21428571428571427,01:56:26,00:18:46,00:57:20,00:37:15
46,Braxton Legg,2025-06-07,2025 Americas Triathlon Championships Calima,championship,standard,FINISH,7.0,38,0.18421052631578946,01:56:26,00:18:46,00:57:20,00:37:15
46,Braxton Legg,2025-07-12,2025 Americas Triathlon Cup Magog,continental_cup,sprint,FINISH,3.0,70,0.04285714285714286,00:55:42,00:08:55,00:30:48,00:15:15
46,Braxton Legg,2025-07-19,2025 Americas Triathlon Cup Montreal,continental_cup,sprint,FINISH,3.0,70,0.04285714285714286,00:51:47,00:09:11,00:27:00,00:14:39
46,Braxton Legg,2025-08-09,2025 Americas Triathlon Cup Kelowna,continental_cup,sprint,FINISH,10.0,63,0.15873015873015872,00:54:10,00:09:55,00:27:48,00:15:19
46,Braxton Legg,2025-08-20,2025 Asuncion Junior Pan-American Games,championship,sprint,FINISH,1.0,32,0.03125,00:54:16,00:10:25,00:28:25,00:14:23
46,Braxton Legg,2025-10-15,2025 World Triathlon Championship Finals Wollongong,championship,standard,FINISH,19.0,59,0.3220338983050847,01:47:42,00:17:29,00:56:45,00:32:15
46,Braxton Legg,2025-11-02,2025 World Triathlon Cup Vina del Mar,other,sprint,FINISH,25.0,65,0.38461538461538464,00:50:46,00:08:16,00:25:48,00:15:22
46,Braxton Legg,2025-11-09,2025 World Triathlon Cup San Pedro de la Paz,other,sprint,FINISH,21.0,66,0.3181818181818182,00:55:46,00:08:31,00:30:41,00:15:08
47,Braxton Legg,2024-08-24,2024 Americas Triathlon Cup Edmonton,continental_cup,sprint,FINISH,6.0,35,0.17142857142857143,00:50:44,00:07:39,00:25:26,00:15:59
47,Braxton Legg,2024-10-06,2024 Europe Triathlon Cup Ceuta,continental_cup,sprint,FINISH,58.0,70,0.8285714285714286,00:57:42,00:10:20,00:28:23,00:17:18
47,Braxton Legg,2024-10-17,2024 World Triathlon Championship Finals Torremolinos-Andalucia,championship,sprint,DNS,,71,,DNS,00:00:00,00:00:00,00:00:00
47,Braxton Legg,2025-02-16,2025 Americas Triathlon Cup La Habana,continental_cup,sprint,FINISH,1.0,27,0.037037037037037035,00:53:21,00:08:47,00:28:14,00:15:38
47,Braxton Legg,2025-03-22,2025 Americas Triathlon Cup La Paz,continental_cup,sprint,FINISH,5.0,69,0.07246376811594203,00:53:30,00:11:03,00:27:24,00:14:16
47,Braxton Legg,2025-03-28,2025 Americas Triathlon Cup Miami,continental_cup,sprint,FINISH,6.0,58,0.10344827586206896,00:50:22,00:09:08,00:24:55,00:15:19
47,Braxton Legg,2025-05-24,2025 World Triathlon Cup Samarkand,other,standard,DNF,,60,,DNF,00:18:55,00:00:00,00:00:00
47,Braxton Legg,2025-06-07,2025 Americas Triathlon Championships Calima,championship,standard,FINISH,7.0,38,0.18421052631578946,01:56:26,00:18:46,00:57:20,00:37:15
47,Braxton Legg,2025-06-07,2025 Americas Triathlon Championships Calima,championship,standard,FINISH,15.0,70,0.21428571428571427,01:56:26,00:18:46,00:57:20,00:37:15
47,Braxton Legg,2025-07-12,2025 Americas Triathlon Cup Magog,continental_cup,sprint,FINISH,3.0,70,0.04285714285714286,00:55:42,00:08:55,00:30:48,00:15:15
47,Braxton Legg,2025-07-19,2025 Americas Triathlon Cup Montreal,continental_cup,sprint,FINISH,3.0,70,0.04285714285714286,00:51:47,00:09:11,00:27:00,00:14:39
47,Braxton Legg,2025-08-09,2025 Americas Triathlon Cup Kelowna,continental_cup,sprint,FINISH,10.0,63,0.15873015873015872,00:54:10,00:09:55,00:27:48,00:15:19
47,Braxton Legg,2025-08-20,2025 Asuncion Junior Pan-American Games,championship,sprint,FINISH,1.0,32,0.03125,00:54:16,00:10:25,00:28:25,00:14:23
47,Braxton Legg,2025-10-15,2025 World Triathlon Championship Finals Wollongong,championship,standard,FINISH,19.0,59,0.3220338983050847,01:47:42,00:17:29,00:56:45,00:32:15
47,Braxton Legg,2025-11-02,2025 World Triathlon Cup Vina del Mar,other,sprint,FINISH,25.0,65,0.38461538461538464,00:50:46,00:08:16,00:25:48,00:15:22
47,Braxton Legg,2025-11-09,2025 World Triathlon Cup San Pedro de la Paz,other,sprint,FINISH,21.0,66,0.3181818181818182,00:55:46,00:08:31,00:30:41,00:15:08
55,Keller norland,2024-02-25,2024 Americas Triathlon Cup La Habana,continental_cup,standard,FINISH,7.0,33,0.21212121212121213,01:47:05,00:18:30,00:56:15,00:31:12
55,Keller norland,2024-03-08,2024 Americas Triathlon Championships Miami,championship,standard,FINISH,9.0,38,0.23684210526315788,01:48:48,00:19:41,00:54:26,00:33:33
